Set: Salvatore Gaia | File: Elsword\Resources\Enum.lua | Line: 116 | ID/Key: TA_CENTER_LEFT=4 | Context: SGI_GAIA			= 1,
Set: Nasod Battle Suit MK2 | File: Elsword\ClientScript\Major\SetItem.lua | Line: 5842 | ID/Key: 3=5632 | Context: m_SetName = "Nasod Battle Suit Set",
Set: Nasod Battle Suit MK2 | File: Elsword\ClientScript\Major\SetItem.lua | Line: 5851 | ID/Key: ID=347 | Context: m_SetName = "Nasod Battle Suit Set",
Set: Nasod Battle Suit MK2 | File: Elsword\ClientScript\Major\SetItem.lua | Line: 5861 | ID/Key: ID=347 | Context: m_SetName = "Nasod Battle Suit Set",
Set: Nasod Battle Suit MK2 | File: Elsword\ClientScript\Major\SetItem.lua | Line: 5869 | ID/Key: 3=5632 | Context: m_SetName = "Nasod Battle Suit Set",
Set: Nasod Battle Suit MK2 | File: Elsword\ClientScript\Major\SetItem.lua | Line: 5878 | ID/Key: ID=348 | Context: m_SetName = "Nasod Battle Suit Set",
Set: Nasod Battle Suit MK2 | File: Elsword\ClientScript\Major\SetItem.lua | Line: 5888 | ID/Key: ID=348 | Context: m_SetName = "Nasod Battle Suit Set",
Set: Nasod Battle Suit MK2 | File: Elsword\ClientScript\Major\SetItem.lua | Line: 5896 | ID/Key: 3=5632 | Context: m_SetName = "Nasod Battle Suit Set",
Set: Nasod Battle Suit MK2 | File: Elsword\ClientScript\Major\SetItem.lua | Line: 5905 | ID/Key: ID=349 | Context: m_SetName = "Nasod Battle Suit Set",
Set: Nasod Battle Suit MK2 | File: Elsword\ClientScript\Major\SetItem.lua | Line: 5915 | ID/Key: ID=349 | Context: m_SetName = "Nasod Battle Suit Set",
Set: Nasod Battle Suit MK2 | File: Elsword\ClientScript\Major\SetItem.lua | Line: 5923 | ID/Key: 3=5632 | Context: m_SetName = "Nasod Battle Suit Set",
Set: Nasod Battle Suit MK2 | File: Elsword\ClientScript\Major\SetItem.lua | Line: 5932 | ID/Key: ID=350 | Context: m_SetName = "Nasod Battle Suit Set",
Set: Henir - Lord of Time and Space | File: Elsword\ClientScript\Major\SetItem.lua | Line: 7032 | ID/Key: ID=400 | Context: m_SetName = "Henir Conqueror Set (Elsword)",
Set: Henir - Lord of Time and Space | File: Elsword\ClientScript\Major\SetItem.lua | Line: 7040 | ID/Key: 2=2502 | Context: m_SetName = "Henir Conqueror Set (Elsword)",
Set: Henir - Lord of Time and Space | File: Elsword\ClientScript\Major\SetItem.lua | Line: 7049 | ID/Key: ID=401 | Context: m_SetName = "Henir Conqueror Set (Elsword)",
Set: Henir - Lord of Time and Space | File: Elsword\ClientScript\Major\SetItem.lua | Line: 7060 | ID/Key: ID=401 | Context: m_SetName = "Henir Conqueror Set (Elsword)",
Set: Henir - Lord of Time and Space | File: Elsword\ClientScript\Major\SetItem.lua | Line: 7072 | ID/Key: ID=401 | Context: m_SetName = "Henir Conqueror Set (Aisha)",
Set: Henir - Lord of Time and Space | File: Elsword\ClientScript\Major\SetItem.lua | Line: 7080 | ID/Key: 5=10104 | Context: m_SetName = "Henir Conqueror Set (Aisha)",
Set: Henir - Lord of Time and Space | File: Elsword\ClientScript\Major\SetItem.lua | Line: 7089 | ID/Key: ID=402 | Context: m_SetName = "Henir Conqueror Set (Aisha)",
Set: Henir - Lord of Time and Space | File: Elsword\ClientScript\Major\SetItem.lua | Line: 7100 | ID/Key: ID=402 | Context: m_SetName = "Henir Conqueror Set (Aisha)",
Set: Henir - Lord of Time and Space | File: Elsword\ClientScript\Major\SetItem.lua | Line: 7112 | ID/Key: ID=402 | Context: m_SetName = "Henir Conqueror Set (Rena)",
Set: Henir - Lord of Time and Space | File: Elsword\ClientScript\Major\SetItem.lua | Line: 7120 | ID/Key: 5=10104 | Context: m_SetName = "Henir Conqueror Set (Rena)",
Set: Henir - Lord of Time and Space | File: Elsword\ClientScript\Major\SetItem.lua | Line: 7129 | ID/Key: ID=403 | Context: m_SetName = "Henir Conqueror Set (Rena)",
Set: Henir - Lord of Time and Space | File: Elsword\ClientScript\Major\SetItem.lua | Line: 7140 | ID/Key: ID=403 | Context: m_SetName = "Henir Conqueror Set (Rena)",
Set: Henir - Lord of Time and Space | File: Elsword\ClientScript\Major\SetItem.lua | Line: 7152 | ID/Key: ID=403 | Context: m_SetName = "Henir Conqueror Set (Raven)",
Set: Henir - Lord of Time and Space | File: Elsword\ClientScript\Major\SetItem.lua | Line: 7160 | ID/Key: 5=10104 | Context: m_SetName = "Henir Conqueror Set (Raven)",
Set: Henir - Lord of Time and Space | File: Elsword\ClientScript\Major\SetItem.lua | Line: 7169 | ID/Key: ID=404 | Context: m_SetName = "Henir Conqueror Set (Raven)",
Set: Henir - Lord of Time and Space | File: Elsword\ClientScript\Major\SetItem.lua | Line: 7180 | ID/Key: ID=404 | Context: m_SetName = "Henir Conqueror Set (Raven)",
Set: Henir - Lord of Time and Space | File: Elsword\ClientScript\Major\SetItem.lua | Line: 7192 | ID/Key: ID=404 | Context: m_SetName = "Henir Conqueror Set (Eve)",
Set: Henir - Lord of Time and Space | File: Elsword\ClientScript\Major\SetItem.lua | Line: 7200 | ID/Key: 5=10104 | Context: m_SetName = "Henir Conqueror Set (Eve)",
Set: Henir - Lord of Time and Space | File: Elsword\ClientScript\Major\SetItem.lua | Line: 7209 | ID/Key: ID=405 | Context: m_SetName = "Henir Conqueror Set (Eve)",
Set: Henir - Lord of Time and Space | File: Elsword\ClientScript\Major\SetItem.lua | Line: 7220 | ID/Key: ID=405 | Context: m_SetName = "Henir Conqueror Set (Eve)",
Set: Nasod Battle Suit MK2 | File: Elsword\ClientScript\Major\SetItem.lua | Line: 8237 | ID/Key: ID=450 | Context: m_SetName = "Nasod Battle Suit Set",
Set: Nasod Battle Suit MK2 | File: Elsword\ClientScript\Major\SetItem.lua | Line: 8245 | ID/Key: 3=2320 | Context: m_SetName = "Nasod Battle Suit Set",
Set: Nasod Battle Suit MK2 | File: Elsword\ClientScript\Major\SetItem.lua | Line: 8254 | ID/Key: ID=451 | Context: m_SetName = "Nasod Battle Suit Set",
Set: Nasod Battle Suit MK2 | File: Elsword\ClientScript\Major\SetItem.lua | Line: 8264 | ID/Key: ID=451 | Context: m_SetName = "Nasod Battle Suit Set",
Set: Nasod Battle Suit MK2 | File: Elsword\ClientScript\Major\SetItem.lua | Line: 8272 | ID/Key: 3=5632 | Context: m_SetName = "Nasod Battle Suit Set",
Set: Nasod Battle Suit MK2 | File: Elsword\ClientScript\Major\SetItem.lua | Line: 8281 | ID/Key: ID=452 | Context: m_SetName = "Nasod Battle Suit Set",
Set: Nasod Battle Suit MK2 | File: Elsword\ClientScript\Major\SetItem.lua | Line: 8291 | ID/Key: ID=452 | Context: m_SetName = "Nasod Battle Suit Set",
Set: Nasod Battle Suit MK2 | File: Elsword\ClientScript\Major\SetItem.lua | Line: 8299 | ID/Key: 3=5632 | Context: m_SetName = "Nasod Battle Suit Set",
Set: Nasod Battle Suit MK2 | File: Elsword\ClientScript\Major\SetItem.lua | Line: 8308 | ID/Key: ID=453 | Context: m_SetName = "Nasod Battle Suit Set",
Set: Nasod Battle Suit MK2 | File: Elsword\ClientScript\Major\SetItem.lua | Line: 8318 | ID/Key: ID=453 | Context: m_SetName = "Nasod Battle Suit Set",
Set: Nasod Battle Suit MK2 | File: Elsword\ClientScript\Major\SetItem.lua | Line: 8326 | ID/Key: 3=5632 | Context: m_SetName = "Nasod Battle Suit Set",
Set: Nasod Battle Suit MK2 | File: Elsword\ClientScript\Major\SetItem.lua | Line: 8335 | ID/Key: ID=454 | Context: m_SetName = "Nasod Battle Suit Set",
Set: Nasod Battle Suit MK2 | File: Elsword\ClientScript\Major\SetItem.lua | Line: 8345 | ID/Key: ID=454 | Context: m_SetName = "Nasod Battle Suit Set",
Set: Nasod Battle Suit MK2 | File: Elsword\ClientScript\Major\SetItem.lua | Line: 8353 | ID/Key: 3=5632 | Context: m_SetName = "Nasod Battle Suit Set",
Set: Nasod Battle Suit MK2 | File: Elsword\ClientScript\Major\SetItem.lua | Line: 8362 | ID/Key: ID=455 | Context: m_SetName = "Nasod Battle Suit Set",
Set: Henir - Lord of Time and Space | File: Elsword\ClientScript\Major\SetItem.lua | Line: 17363 | ID/Key: ID=769 | Context: m_SetName = "Henir Conqueror Set (Chung)",
Set: Henir - Lord of Time and Space | File: Elsword\ClientScript\Major\SetItem.lua | Line: 17371 | ID/Key: 5=10010 | Context: m_SetName = "Henir Conqueror Set (Chung)",
Set: Henir - Lord of Time and Space | File: Elsword\ClientScript\Major\SetItem.lua | Line: 17380 | ID/Key: ID=770 | Context: m_SetName = "Henir Conqueror Set (Chung)",
Set: Henir - Lord of Time and Space | File: Elsword\ClientScript\Major\SetItem.lua | Line: 17391 | ID/Key: ID=770 | Context: m_SetName = "Henir Conqueror Set (Chung)",
Set: Nasod Battle Suit MK2 | File: Elsword\ClientScript\Major\SetItem.lua | Line: 20833 | ID/Key: ID=923 | Context: m_SetName = "나소드 배틀 슈트 바이탈 보너스",
Set: Nasod Battle Suit MK2 | File: Elsword\ClientScript\Major\SetItem.lua | Line: 20841 | ID/Key: 3=2320 | Context: m_SetName = "나소드 배틀 슈트 바이탈 보너스",
Set: Nasod Battle Suit MK2 | File: Elsword\ClientScript\Major\SetItem.lua | Line: 20850 | ID/Key: ID=924 | Context: m_SetName = "나소드 배틀 슈트 바이탈 보너스",
Set: Nasod Battle Suit MK2 | File: Elsword\ClientScript\Major\SetItem.lua | Line: 20860 | ID/Key: ID=924 | Context: m_SetName = "나소드 배틀 슈트 바이탈 보너스",
Set: Nasod Battle Suit MK2 | File: Elsword\ClientScript\Major\SetItem.lua | Line: 20868 | ID/Key: 3=5632 | Context: m_SetName = "나소드 배틀 슈트 바이탈 보너스",
Set: Nasod Battle Suit MK2 | File: Elsword\ClientScript\Major\SetItem.lua | Line: 20877 | ID/Key: ID=925 | Context: m_SetName = "나소드 배틀 슈트 바이탈 보너스",
Set: Nasod Battle Suit MK2 | File: Elsword\ClientScript\Major\SetItem.lua | Line: 20887 | ID/Key: ID=925 | Context: m_SetName = "나소드 배틀 슈트 바이탈 보너스",
Set: Nasod Battle Suit MK2 | File: Elsword\ClientScript\Major\SetItem.lua | Line: 20895 | ID/Key: 3=5632 | Context: m_SetName = "나소드 배틀 슈트 바이탈 보너스",
Set: Nasod Battle Suit MK2 | File: Elsword\ClientScript\Major\SetItem.lua | Line: 20904 | ID/Key: ID=926 | Context: m_SetName = "나소드 배틀 슈트 바이탈 보너스",
Set: Nasod Battle Suit MK2 | File: Elsword\ClientScript\Major\SetItem.lua | Line: 20914 | ID/Key: ID=926 | Context: m_SetName = "나소드 배틀 슈트 바이탈 보너스",
Set: Nasod Battle Suit MK2 | File: Elsword\ClientScript\Major\SetItem.lua | Line: 20922 | ID/Key: 3=5632 | Context: m_SetName = "나소드 배틀 슈트 바이탈 보너스",
Set: Nasod Battle Suit MK2 | File: Elsword\ClientScript\Major\SetItem.lua | Line: 20931 | ID/Key: ID=927 | Context: m_SetName = "나소드 배틀 슈트 바이탈 보너스",
Set: Nasod Battle Suit MK2 | File: Elsword\ClientScript\Major\SetItem.lua | Line: 20941 | ID/Key: ID=927 | Context: m_SetName = "나소드 배틀 슈트 바이탈 보너스",
Set: Nasod Battle Suit MK2 | File: Elsword\ClientScript\Major\SetItem.lua | Line: 20949 | ID/Key: 3=5632 | Context: m_SetName = "나소드 배틀 슈트 바이탈 보너스",
Set: Nasod Battle Suit MK2 | File: Elsword\ClientScript\Major\SetItem.lua | Line: 20958 | ID/Key: ID=928 | Context: m_SetName = "나소드 배틀 슈트 바이탈 보너스",
Set: Nasod Battle Suit MK2 | File: Elsword\ClientScript\Major\SetItem.lua | Line: 20968 | ID/Key: ID=928 | Context: m_SetName = "나소드 배틀 슈트 바이탈 보너스",
Set: Nasod Battle Suit MK2 | File: Elsword\ClientScript\Major\SetItem.lua | Line: 20976 | ID/Key: 3=5632 | Context: m_SetName = "나소드 배틀 슈트 바이탈 보너스",
Set: Nasod Battle Suit MK2 | File: Elsword\ClientScript\Major\SetItem.lua | Line: 20985 | ID/Key: ID=929 | Context: m_SetName = "나소드 배틀 슈트 바이탈 보너스",
Set: Shadow | File: Elsword\ClientScript\Major\SetItem.lua | Line: 22595 | ID/Key: ID=1021 | Context: m_SetName = "Shadow Incubus Set",
Set: Shadow | File: Elsword\ClientScript\Major\SetItem.lua | Line: 22603 | ID/Key: 4=10102 | Context: m_SetName = "Shadow Incubus Set",
Set: Shadow | File: Elsword\ClientScript\Major\SetItem.lua | Line: 22615 | ID/Key: ID=1022 | Context: m_SetName = "Shadow Incubus Set",
Set: Shadow | File: Elsword\ClientScript\Major\SetItem.lua | Line: 22694 | ID/Key: ID=1024 | Context: m_SetName = "Shadow Incubus Set",
Set: Shadow | File: Elsword\ClientScript\Major\SetItem.lua | Line: 22702 | ID/Key: 6=1410 | Context: m_SetName = "Shadow Incubus Set",
Set: Shadow | File: Elsword\ClientScript\Major\SetItem.lua | Line: 22714 | ID/Key: ID=1025 | Context: m_SetName = "Shadow Incubus Set",
Set: Shadow | File: Elsword\ClientScript\Major\SetItem.lua | Line: 22760 | ID/Key: ID=1026 | Context: m_SetName = "Shadow Incubus Set",
Set: Shadow | File: Elsword\ClientScript\Major\SetItem.lua | Line: 22768 | ID/Key: 6=1410 | Context: m_SetName = "Shadow Incubus Set",
Set: Shadow | File: Elsword\ClientScript\Major\SetItem.lua | Line: 22780 | ID/Key: ID=1027 | Context: m_SetName = "Shadow Incubus Set",
Set: Shadow | File: Elsword\ClientScript\Major\SetItem.lua | Line: 23027 | ID/Key: ID=1040 | Context: m_SetName = "Shadow Incubus' Spirit",
Set: Shadow | File: Elsword\ClientScript\Major\SetItem.lua | Line: 23035 | ID/Key: 3=1803 | Context: m_SetName = "Shadow Incubus' Spirit",
Set: Shadow | File: Elsword\ClientScript\Major\SetItem.lua | Line: 23084 | ID/Key: ID=1043 | Context: m_SetName = "Shadow Incubus' Spirit",
Set: Shadow | File: Elsword\ClientScript\Major\SetItem.lua | Line: 23092 | ID/Key: 4=5620 | Context: m_SetName = "Shadow Incubus' Spirit",
Set: Shadow | File: Elsword\ClientScript\Major\SetItem.lua | Line: 23122 | ID/Key: ID=1045 | Context: m_SetName = "Shadow Incubus' Spirit",
Set: Shadow | File: Elsword\ClientScript\Major\SetItem.lua | Line: 23130 | ID/Key: 4=5620 | Context: m_SetName = "Shadow Incubus' Spirit",
Set: Henir - Lord of Time and Space | File: Elsword\ClientScript\Major\SetItem.lua | Line: 32037 | ID/Key: ID=1307 | Context: m_SetName = "공간의 지배자(하멜)",
Set: Henir - Lord of Time and Space | File: Elsword\ClientScript\Major\SetItem.lua | Line: 32046 | ID/Key: ID=1308 | Context: m_SetName = "공간의 지배자(하멜)",
Set: Henir - Lord of Time and Space | File: Elsword\ClientScript\Major\SetItem.lua | Line: 32056 | ID/Key: ID=1308 | Context: m_SetName = "공간의 지배자(하멜)",
Set: Henir - Lord of Time and Space | File: Elsword\ClientScript\Major\SetItem.lua | Line: 32068 | ID/Key: ID=1308 | Context: m_SetName = "공간의 지배자(하멜)",
Set: Henir - Lord of Time and Space | File: Elsword\ClientScript\Major\SetItem.lua | Line: 32081 | ID/Key: ID=1308 | Context: m_SetName = "공간의 지배자(하멜)",
Set: Henir - Lord of Time and Space | File: Elsword\ClientScript\Major\SetItem.lua | Line: 32089 | ID/Key: 6=10104 | Context: m_SetName = "공간의 지배자(하멜)",
Set: Henir - Lord of Time and Space | File: Elsword\ClientScript\Major\SetItem.lua | Line: 32098 | ID/Key: ID=1309 | Context: m_SetName = "공간의 지배자(하멜)",
Set: Henir - Lord of Time and Space | File: Elsword\ClientScript\Major\SetItem.lua | Line: 32109 | ID/Key: ID=1309 | Context: m_SetName = "공간의 지배자(하멜)",
Set: Henir - Lord of Time and Space | File: Elsword\ClientScript\Major\SetItem.lua | Line: 32121 | ID/Key: ID=1309 | Context: m_SetName = "공간의 지배자(하멜)",
Set: Henir - Lord of Time and Space | File: Elsword\ClientScript\Major\SetItem.lua | Line: 32129 | ID/Key: 5=10104 | Context: m_SetName = "공간의 지배자(하멜)",
Set: Henir - Lord of Time and Space | File: Elsword\ClientScript\Major\SetItem.lua | Line: 32138 | ID/Key: ID=1310 | Context: m_SetName = "공간의 지배자(하멜)",
Set: Henir - Lord of Time and Space | File: Elsword\ClientScript\Major\SetItem.lua | Line: 32149 | ID/Key: ID=1310 | Context: m_SetName = "공간의 지배자(하멜)",
Set: Henir - Lord of Time and Space | File: Elsword\ClientScript\Major\SetItem.lua | Line: 32161 | ID/Key: ID=1310 | Context: m_SetName = "공간의 지배자(하멜)",
Set: Henir - Lord of Time and Space | File: Elsword\ClientScript\Major\SetItem.lua | Line: 32169 | ID/Key: 5=10104 | Context: m_SetName = "공간의 지배자(하멜)",
Set: Henir - Lord of Time and Space | File: Elsword\ClientScript\Major\SetItem.lua | Line: 32178 | ID/Key: ID=1311 | Context: m_SetName = "공간의 지배자(하멜)",
Set: Henir - Lord of Time and Space | File: Elsword\ClientScript\Major\SetItem.lua | Line: 32189 | ID/Key: ID=1311 | Context: m_SetName = "공간의 지배자(하멜)",
Set: Henir - Lord of Time and Space | File: Elsword\ClientScript\Major\SetItem.lua | Line: 32201 | ID/Key: ID=1311 | Context: m_SetName = "공간의 지배자(하멜)",
Set: Henir - Lord of Time and Space | File: Elsword\ClientScript\Major\SetItem.lua | Line: 32210 | ID/Key: ID=1312 | Context: m_SetName = "공간의 지배자(하멜)",
Set: Henir - Lord of Time and Space | File: Elsword\ClientScript\Major\SetItem.lua | Line: 32220 | ID/Key: ID=1312 | Context: m_SetName = "공간의 지배자(하멜)",
Set: Henir - Lord of Time and Space | File: Elsword\ClientScript\Major\SetItem.lua | Line: 32232 | ID/Key: ID=1312 | Context: m_SetName = "공간의 지배자(하멜)",
Set: Henir - Lord of Time and Space | File: Elsword\ClientScript\Major\SetItem.lua | Line: 32245 | ID/Key: ID=1312 | Context: m_SetName = "공간의 지배자(하멜)",
Set: Henir - Lord of Time and Space | File: Elsword\ClientScript\Major\SetItem.lua | Line: 32254 | ID/Key: ID=1313 | Context: m_SetName = "공간의 지배자(하멜)",
Set: Henir - Lord of Time and Space | File: Elsword\ClientScript\Major\SetItem.lua | Line: 32264 | ID/Key: ID=1313 | Context: m_SetName = "공간의 지배자(하멜)",
Set: Henir - Lord of Time and Space | File: Elsword\ClientScript\Major\SetItem.lua | Line: 32276 | ID/Key: ID=1313 | Context: m_SetName = "공간의 지배자(하멜)",
Set: Henir - Lord of Time and Space | File: Elsword\ClientScript\Major\SetItem.lua | Line: 32538 | ID/Key: ID=1319 | Context: m_SetName = "공간의 지배자(페이타)",
Set: Henir - Lord of Time and Space | File: Elsword\ClientScript\Major\SetItem.lua | Line: 32547 | ID/Key: ID=1320 | Context: m_SetName = "공간의 지배자(페이타)",
Set: Henir - Lord of Time and Space | File: Elsword\ClientScript\Major\SetItem.lua | Line: 32557 | ID/Key: ID=1320 | Context: m_SetName = "공간의 지배자(페이타)",
Set: Henir - Lord of Time and Space | File: Elsword\ClientScript\Major\SetItem.lua | Line: 32569 | ID/Key: ID=1320 | Context: m_SetName = "공간의 지배자(페이타)",
Set: Henir - Lord of Time and Space | File: Elsword\ClientScript\Major\SetItem.lua | Line: 32582 | ID/Key: ID=1320 | Context: m_SetName = "공간의 지배자(페이타)",
Set: Henir - Lord of Time and Space | File: Elsword\ClientScript\Major\SetItem.lua | Line: 32591 | ID/Key: ID=1321 | Context: m_SetName = "공간의 지배자(페이타)",
